StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Statement of Consent,Q7,Q7_5_TEXT,Q8,Q9,Q9_3_TEXT,Q11,Q11_5_TEXT,Q12,Q13,Q14,Q15,Q15_6_TEXT,Q18,Q11
2024-02-13 10:50:44,2024-02-13 10:57:02,IP Address,100,378,True,2024-02-13 10:57:03,R_3frhNvqdGu4aUr9,anonymous,EN,I consent to this survey,Male,,6,"Yes, a class in college",,Male,,More interested,Yes,no,I am studying computer science as a major/ I graduated with a CS major,,,I started in General Science and then Pre-Med.   After I took my first comp sci class in 1st sophomore year I switched to comp sci because I found it to be interesting and challenging and it had good job prospects.   My selection of a major had nothing to do with gender.
2024-02-13 10:53:56,2024-02-13 10:57:40,IP Address,100,223,True,2024-02-13 10:57:41,R_5ZBVVg75E1MKsg8,anonymous,EN,I consent to this survey,Female,,"BA, MS, PhD (all but disertation)","Yes, a class in college",,Male,,Same interest level,Yes,No,Other (please describe),I graduated with a BA in English and went back for MS in Computer Science. I worked in the field of CS for over 40 years,,
2024-02-13 10:56:01,2024-02-13 11:00:05,IP Address,100,243,True,2024-02-13 11:00:06,R_5mrD30pE7M431yV,anonymous,EN,I consent to this survey,Female,,4,"Yes, a class in grade school",,Male,,More interested,Yes,No,"After some experience with computer science, I never came back to the field of study",,It didn't seem to be very welcoming to people who weren't already experts or willing to teach themselves in their free time,Everyone I know in computer science careers works a lot of extra hours at weird and unpredictable times. It doesn’t seem family friendly.
2024-02-13 10:54:05,2024-02-13 11:00:20,IP Address,100,375,True,2024-02-13 11:00:21,R_2sRInBE9nvL7T2h,anonymous,EN,I consent to this survey,Female,,6,"Yes, a class in college",,Female,,More interested,Yes,"I think so.  She made me feel that as someone who doesn't play video games or have computer experience, I was going to do just fine",Other (please describe),I graduated with a CS major and also a Math major and am currently working in the field,,"I've always enjoyed my technical jobs, but there are still far too few women - I work in robotics and there are very few women engineers of any sort for me to work with."
2024-02-13 10:58:38,2024-02-13 11:00:54,IP Address,100,136,True,2024-02-13 11:00:54,R_5QA53GKwHwMHL7U,anonymous,EN,I consent to this survey,Female,,4,"Yes, a class in college",,Female,,Same interest level,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-13 10:57:36,2024-02-13 11:04:01,IP Address,100,384,True,2024-02-13 11:04:01,R_6mluduZW4g0PE3P,anonymous,EN,I consent to this survey,Female,,4,"Yes, a class in college",,Male,,More interested,Yes,"No, I think he did a pretty good job of being welcoming to new students regardless of gender (jim eddy)",I am studying computer science as a major/ I graduated with a CS major,,,Taking classes with Lisa made me want to stay committed to the field - she was so understanding when I was struggling and helped me catch up and succeed in her class. It made me feel like I could have a successful career/experience and there were people like me in the field
2024-02-13 11:01:35,2024-02-13 11:05:19,IP Address,100,223,True,2024-02-13 11:05:19,R_73tv2x3xingFhmh,anonymous,EN,I consent to this survey,Male,,2011-2015,"Yes, a class in grade school",,Female,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-13 11:06:36,2024-02-13 11:09:34,IP Address,100,178,True,2024-02-13 11:09:35,R_3EGSenKDcO1YjZN,anonymous,EN,I consent to this survey,Male,,7,"Yes, a class in grade school",,Male,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,"I have a long history in the field and recruiting and retaining women is an ongoing struggle, and one that my company works on."
2024-02-13 11:08:55,2024-02-13 11:15:22,IP Address,100,386,True,2024-02-13 11:15:23,R_78ow08kYRO7weZj,anonymous,EN,I consent to this survey,Female,,4,"Yes, a class in college",,Male,,More interested,Yes,"maybe, although he was a man, i immediately noticed that he was intentionally inclusive and used feminine pronouns in his hypothetical examples like “if a programmer wants x and SHE does y….” or “if your boss asks for x and you tell HER…” which i found to be very sweet and encouraging ",I am studying computer science as a major/ I graduated with a CS major,,,i only had two female CS professors in my 4 years but i loved them both <3
2024-02-13 10:51:14,2024-02-13 11:23:17,IP Address,100,1922,True,2024-02-13 11:23:18,R_6oAMKZSPR7oI2DN,anonymous,EN,I consent to this survey,Female,,5,"No, my first experience was not a class (please describe)",First experience was through a research job in college,Female,,More interested,Yes,Yes. Having my first exposure to CS be through a woman who encouraged me to continue and told me I would do well in the field impacted my choice,Other (please describe),Graduate School studying CS related field,,
2024-02-13 11:27:34,2024-02-13 11:29:57,IP Address,100,143,True,2024-02-13 11:29:58,R_5cbYfP1omevgFsf,anonymous,EN,I consent to this survey,Male,,1987-1991,"Yes, a class in grade school",,Female,,Same interest level,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-13 11:27:48,2024-02-13 11:34:11,IP Address,100,382,True,2024-02-13 11:34:11,R_1IGw45B7kwbzaWR,anonymous,EN,I consent to this survey,Female,,4,"Yes, a class in grade school",,Male,,More interested,Yes,No,Other (please describe),"I majored in applied math and worked for IBM as computer programmer,  project manager. Received MS in computer science while working at IBM.  Now retired.",,I help my friends with their computer issues
2024-02-13 11:35:33,2024-02-13 11:42:59,IP Address,100,445,True,2024-02-13 11:42:59,R_5koK1cgLIdQZFrj,anonymous,EN,I consent to this survey,Female,,4,"Yes, a class in grade school",,Male,,More interested,Yes,No,I am studying computer science as a minor/ I graduated with a CS minor,,,
2024-02-13 11:42:56,2024-02-13 11:50:01,IP Address,100,425,True,2024-02-13 11:50:02,R_5n7tYHIYxTTZxdF,anonymous,EN,I consent to this survey,Male,,4,"Yes, a class in college",,Female,,More interested,Yes,"no. my first instructor was female, my advisor was female. I don't ever recall gender being a relevant factor.",I am studying computer science as a major/ I graduated with a CS major,,,"I was very fortunate to have entered the field just as it was going vertical - completely by chance. During my 40+ year career, I worked with many impactful and influential female colleagues, including my first mentor. "
2024-02-13 11:56:45,2024-02-13 12:00:35,IP Address,100,230,True,2024-02-13 12:00:35,R_4e8HXRfs68e9loZ,anonymous,EN,I consent to this survey,Male,,1976-1980,"Yes, a class in grade school",,Male,,Same interest level,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,I had a 40-year career in software engineering.
2024-02-13 12:08:00,2024-02-13 12:10:40,IP Address,100,159,True,2024-02-13 12:10:41,R_1IiTLat9xtkmLXu,anonymous,EN,I consent to this survey,Male,,1978-1983,"Yes, a class in grade school",,Male,,More interested,Yes,no,I am studying computer science as a major/ I graduated with a CS major,,,"I went on to have a career in Computer Science, and have since retired"
2024-02-13 12:01:40,2024-02-13 12:13:03,IP Address,100,682,True,2024-02-13 12:13:07,R_7QGY2UBFHNcYQOO,anonymous,EN,I consent to this survey,Male,,4,"Yes, a class in college",,Other (please describe),Honestly it was in 1982 so I don't recall but we did have both male and female professors.,More interested,Yes,Not really,"After some experience with computer science, I never came back to the field of study",,"Used my computer science education/degree in a engineering field,  then in the small business world. ","CS set me up in the 1980s/1990s as the guy who knew how to integrate the constantly changing computer tech being introduced (even though i was not directly doing hardware or software development. "
2024-02-13 12:16:07,2024-02-13 12:19:23,IP Address,100,195,True,2024-02-13 12:19:24,R_3s1QuaiW55v7ewp,anonymous,EN,I consent to this survey,Female,,4,"Yes, a class in grade school",,Female,,Less interested,Yes,Yes,Other (please describe),"I majored in data science, and I work in a field related to data computer science but I don’t use it directly ",,
2024-02-13 12:23:12,2024-02-13 12:27:34,IP Address,100,261,True,2024-02-13 12:27:34,R_6M0TIo2dNejHQcr,anonymous,EN,I consent to this survey,Female,,5,"Yes, a class in college",,Male,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,"I graduated in 2010 and did not directly work with another female software engineer until 2018, and after starting a new job in October 2023, I'm now on an all-female development team (there is only two of us, but nonetheless exciting)."
2024-02-13 12:27:44,2024-02-13 12:31:22,IP Address,100,217,True,2024-02-13 12:31:23,R_1KNQ9u3co1UzK25,anonymous,EN,I consent to this survey,Female,,6,"Yes, a class in college",,Male,,Same interest level,No,Not sure,Other (please describe),I went back to get a Master’s in CS after 15 years working in another field.,,It was much easier to consider a career switch to CS after meeting successful female SW developers.
2024-02-13 12:31:42,2024-02-13 12:33:44,IP Address,100,121,True,2024-02-13 12:33:44,R_3Mvej3kdem1LfPj,anonymous,EN,I consent to this survey,Male,,1982-1987,"Yes, a class in college",,Female,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-13 12:32:35,2024-02-13 12:36:06,IP Address,100,211,True,2024-02-13 12:36:07,R_677AMUDh6OXcuFb,anonymous,EN,I consent to this survey,Male,,7 - includes Grad school,"No, my first experience was not a class (please describe)",My dad brought home a terminal from work and we wrote a program for it when i was in 5th grade - 1977,Male,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,"I can't say I ever looked at the sex of the teacher as a positive or negative.  I have had fantastic teachers of both sexes who encouraged me to go farther and obtain more.  "
2024-02-13 12:35:03,2024-02-13 12:40:18,IP Address,100,315,True,2024-02-13 12:40:19,R_2NKzaeNMNJedig0,anonymous,EN,I consent to this survey,Male,,1983- 1987,"No, my first experience was not a class (please describe)",high school,Male,,More interested,Yes,no,I am studying computer science as a major/ I graduated with a CS major,,,"Really enjoyed my computer science journey starting in high school, then UVM.   I have gravitated to the Data and Analytics side.   During my time at UVM, i was in the Upsilon Pi Epsilon Computer science honor socienty.  I think we had about 20 female at that time.  I had observed at the time that alot of female decide to move toward a MIS (management information systems) degree."
2024-02-13 12:52:55,2024-02-13 12:54:01,IP Address,100,65,True,2024-02-13 12:54:02,R_8dGJ9PV363cmxKp,anonymous,EN,I consent to this survey,Male,,5,"Yes, a class in college",,Female,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-13 13:02:00,2024-02-13 13:04:11,IP Address,100,131,True,2024-02-13 13:04:11,R_1eWZvmis7OGT3Z6,anonymous,EN,I consent to this survey,Female,,5,"Yes, a class in college",,Female,,More interested,Yes,Yes,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-13 13:02:39,2024-02-13 13:05:39,IP Address,100,179,True,2024-02-13 13:05:39,R_1JQAurxY9toWRP3,anonymous,EN,I consent to this survey,Male,,2000-2008,"No, my first experience was not a class (please describe)",At home via books / magazines / personal computer,Male,,More interested,Yes,NO,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-13 13:06:49,2024-02-13 13:08:41,IP Address,100,111,True,2024-02-13 13:08:41,R_73aswERUZBoDSnL,anonymous,EN,I consent to this survey,Male,,1975-1980,"Yes, a class in college",,Male,,More interested,Yes,not really,Other (please describe),I graduated with a BS and an MS in CS and am now a Professor of Computer Science,,"I've been ""in"" CS for almost 50 years now and have been intellectually stimulated by it all of those years."
2024-02-13 13:01:16,2024-02-13 13:08:59,IP Address,100,463,True,2024-02-13 13:08:59,R_6mzXszzcArL2naV,anonymous,EN,I consent to this survey,Male,,6,"Yes, a class in college",,Male,,More interested,Yes,No,Other (please describe),"I took 2 CS courses as an undergraduate, got my MS IN comSci, then worked 40 years in the field.",,A great experience to solve major business problems with computers.
2024-02-13 11:04:15,2024-02-13 13:14:41,IP Address,100,7825,True,2024-02-13 13:14:42,R_5f7hPllHObYKdpT,anonymous,EN,I consent to this survey,Male,,1988-1992,"Yes, a class in grade school",,Male,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,"She was not my first CS instructor, but the female professor I had for Computer Science at UVM in 1990 or 1991(?) was a great instructor and taught me some important lessons"
2024-02-13 13:17:59,2024-02-13 13:22:35,IP Address,100,275,True,2024-02-13 13:22:35,R_3guyVFwz0wKLEOf,anonymous,EN,I consent to this survey,Male,,1982-1986,"Yes, a class in college",,Male,,More interested,Yes,"This professor was certainly a role model for me and shared my gender identity, so possbly.",I am studying computer science as a major/ I graduated with a CS major,,,I attended graduate school to study computer science and now work as a computer science professor.
2024-02-13 13:28:03,2024-02-13 13:29:07,IP Address,100,63,True,2024-02-13 13:29:07,R_4YR1g0SdD6PayU9,anonymous,EN,I consent to this survey,Female,,4,"Yes, a class in college",,Male,,More interested,Yes,No,I am studying computer science as a minor/ I graduated with a CS minor,,,
2024-02-13 13:26:35,2024-02-13 13:29:49,IP Address,100,193,True,2024-02-13 13:29:50,R_4liWCim5tZHNH2P,anonymous,EN,I consent to this survey,Male,,4,"Yes, a class in college",,Female,,Same interest level,Yes,No,I am studying computer science as a minor/ I graduated with a CS minor,,,I have had both male and female CS professors. I have had both amazing and awful professors of both gender as well. The good ones are what kept me going!
2024-02-13 13:42:39,2024-02-13 13:43:14,IP Address,100,34,True,2024-02-13 13:43:14,R_33a0FKm5LgOvEpW,anonymous,EN,I consent to this survey,Female,,4,"Yes, a class in college",,Male,,More interested,Yes,No,I am studying computer science as a minor/ I graduated with a CS minor,,,
2024-02-13 13:49:10,2024-02-13 13:51:06,IP Address,100,115,True,2024-02-13 13:51:06,R_73A4Ov7k4CQzq2R,anonymous,EN,I consent to this survey,Female,,1974-1978,"Yes, a class in college",,Male,,Same interest level,Yes," No","I am currently working in a field related to computer science, but I didn’t major or minor in it",,,
2024-02-13 13:56:27,2024-02-13 14:00:33,IP Address,100,246,True,2024-02-13 14:00:34,R_7YffxKaeFLOra7F,anonymous,EN,I consent to this survey,Male,,4,"Yes, a class in grade school",,Female,,More interested,Yes,"Not really, it was a positive experience but I don't think the teachers gender affected that.",I am studying computer science as a major/ I graduated with a CS major,,,I graduated in '87. Over the years there have been more and more women in IT and it's been great. More and more in management as well
2024-02-13 15:06:26,2024-02-13 15:09:02,IP Address,100,155,True,2024-02-13 15:09:03,R_5mFvrSeoGfyyCR0,anonymous,EN,I consent to this survey,Male,,5,"No, my first experience was not a class (please describe)",Programmed as a kid.,Other (please describe),Self Taught,More interested,Yes,no,Other (please describe),Retired. Worked as an application developer for 30 years,,CS Major from UVM.
2024-02-13 15:25:01,2024-02-13 15:30:27,IP Address,100,326,True,2024-02-13 15:30:28,R_5TF79OjjdtEjFzh,anonymous,EN,I consent to this survey,Male,,5,"Yes, a class in college",,Male,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,"I really enjoyed the fact that during my undergrad studies at UVM, there was a 20-30% female representation in my classes. When I became a hiring manager early in my career, I made a point to hire virtually all qualified female software candidates. I also worked for female engineering managers at times."
2024-02-13 16:33:27,2024-02-13 16:34:09,IP Address,100,41,True,2024-02-13 16:34:10,R_10uyrg6Gk2WKZq7,anonymous,EN,I consent to this survey,Male,,2017-2021,"Yes, a class in grade school",,Male,,More interested,Yes,no,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-13 17:06:58,2024-02-13 17:10:23,IP Address,100,204,True,2024-02-13 17:10:23,R_7m8E2Q27Km0mVnx,anonymous,EN,I consent to this survey,Female,,2016-2020,"Yes, a class in college",,Male,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-13 17:55:26,2024-02-13 17:57:38,IP Address,100,131,True,2024-02-13 17:57:38,R_6PzHDYEWK2qrGfn,anonymous,EN,I consent to this survey,Male,,2003-2007,"Yes, a class in grade school",,Male,,More interested,Yes,It did not,I am studying computer science as a major/ I graduated with a CS major,,,To boldly go where no one has gone before
2024-02-13 18:05:09,2024-02-13 18:11:05,IP Address,100,356,True,2024-02-13 18:11:06,R_6HhoeNv3Jaxi9KF,anonymous,EN,I consent to this survey,Male,,6.5,"Yes, a class in college",,Male,,More interested,Yes,No,"I am studying (or completed my education in) something else but continued to learn about computer science, just not as my major or minor. I ended up focusing on something else",,I felt a more practically oriented area of study was a better fit.,
2024-02-13 21:12:43,2024-02-13 21:17:54,IP Address,100,311,True,2024-02-13 21:17:55,R_5pam8UoXQQKJprb,anonymous,EN,I consent to this survey,Male,,1973-1977,"Yes, a class in grade school",,Male,,More interested,Yes,no,Other (please describe),I eventually got a PhD in Computer Science,,"It has been a great ride. When I started, there were almost no computers. Today computers are every where. I saw it happen. I helped it happen. I knew many of the great pioneers personally. There has been no time in history that has had greater or more important changes, and I lived through it. I am so lucky."
2024-02-13 23:20:20,2024-02-13 23:28:32,IP Address,100,491,True,2024-02-13 23:28:33,R_5n1OLQz92ohp0Rp,anonymous,EN,I consent to this survey,Female,,4,"No, my first experience was not a class (please describe)","Girls Who Code summer immersion program ",Female,,More interested,Yes,"Haven't really thought about it before, but the environment I had when I first learned to code was very supportive, and the instructors (3 female college students) encouraged us to try and make mistakes ",I am studying computer science as a major/ I graduated with a CS major,,,"The quality of instruction also mattered a lot. In middle school, we had access to app making classes, which at the time I found uninteresting. GWC was an eye opening experience for me and I had a great time collaborating with other female high school students. When I took AP CS class in high school though, my teacher had no experience with computer science, which made me despise the class, as almost everything was self taught thru the textbook or AP prep book. But already having a foundation with CS, I decided to stick with the class and ultimately majored in CS in college. "
2024-02-14 02:30:23,2024-02-14 02:31:49,IP Address,100,86,True,2024-02-14 02:31:50,R_4zomov8R8bYA0K1,anonymous,EN,I consent to this survey,Female,,5,"Yes, a class in grade school",,Female,,Same interest level,Yes,Yes,Other (please describe),"Graduated in computer science, working in a field related to it not directly.",,
2024-02-14 05:01:51,2024-02-14 05:03:48,IP Address,100,117,True,2024-02-14 05:03:49,R_6GvRLgPb31nVbFj,anonymous,EN,I consent to this survey,Male,,4,"Yes, a class in grade school",,Male,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-14 05:35:09,2024-02-14 05:44:36,IP Address,100,566,True,2024-02-14 05:44:36,R_1XhsFmpJpEM6ou3,anonymous,EN,I consent to this survey,Female,,1982-1986,"Yes, a class in grade school",,Female,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,I was influenced by both male and female professors - but mostly male.
2024-02-14 07:18:35,2024-02-14 07:21:03,IP Address,100,148,True,2024-02-14 07:21:04,R_57DQxna1dC8wdDy,anonymous,EN,I consent to this survey,Non-binary,,"2018, 2019, 2020, 2021, 2022","Yes, a class in college",,Female,,Same interest level,Yes,100000 percent no.,I am studying computer science as a major/ I graduated with a CS major,,,"I once had a CS course that involved a paper on social justice, and the (female) instructor misinterpreted my work and attacked me in the feedback. It was traumatic but did not affect my relationship with CS."
2024-02-14 07:22:46,2024-02-14 07:27:52,IP Address,100,305,True,2024-02-14 07:27:52,R_6dWOyCc31kSAT5h,anonymous,EN,I consent to this survey,Female,,4,"Yes, a class in grade school",,Male,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-14 07:49:03,2024-02-14 08:02:41,IP Address,100,817,True,2024-02-14 08:02:42,R_5l0rFt3bilf3293,anonymous,EN,I consent to this survey,Female,,1974-2011,"Yes, a class in college",,Male,,Same interest level,Yes,no,Other (please describe),"I graduated UVM with a CS major, worked in CS for 30+ years and have since retired.",,"It was an excellent career field for logical thinking!  The work was always interesting and valuable. "
2024-02-14 09:09:00,2024-02-14 09:14:35,IP Address,100,334,True,2024-02-14 09:14:36,R_3z8FekKEctRZikl,anonymous,EN,I consent to this survey,Male,,Undergrad 2009-2012; Grad 2016-2020,"Yes, a class in grade school",,Male,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,-
2024-02-14 13:30:02,2024-02-14 13:33:23,IP Address,100,200,True,2024-02-14 13:33:24,R_1dLEOQ06Kw0WYwx,anonymous,EN,I consent to this survey,Male,,1988-1992,"Yes, a class in grade school",,Male,,Same interest level,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-14 14:13:28,2024-02-14 14:21:45,IP Address,100,497,True,2024-02-14 14:21:46,R_2JmSY8PVYT1MZSg,anonymous,EN,I consent to this survey,Female,,4,"Yes, a class in grade school",,Female,,More interested,Yes,"No, not really. How she taught was more impactful.",I am studying computer science as a major/ I graduated with a CS major,,,"I have been working in the field for 30+ years for different companies, as a software engineer."
2024-02-14 14:21:59,2024-02-14 14:22:04,IP Address,100,4,True,2024-02-14 14:22:05,R_7RPNrBtPOqe6fnX,anonymous,EN,,,,,,,,,,,,,,,
2024-02-14 14:24:55,2024-02-14 14:25:34,IP Address,100,39,True,2024-02-14 14:25:35,R_7BrNM7ITBTVIqLz,anonymous,EN,,,,,,,,,,,,,,,
2024-02-14 14:25:45,2024-02-14 14:28:58,IP Address,100,193,True,2024-02-14 14:28:59,R_3j6yLfG2avq8hO9,anonymous,EN,I consent to this survey,Female,,6,"No, my first experience was not a class (please describe)",My undergrad,Male,,Less interested,Yes,"It is hard to say. I found CS generally hard because I did not have any prior experience with the field. ",Other (please describe),Undergrad and MS in CS - plus I am working in the field as a lead data scientist!,,"Representation matters! it definitely made it easy to see more women in classes or in professional setting! The brain does a trick of “you belong” when you see people like you at the table. "
2024-02-14 16:38:46,2024-02-14 16:40:57,IP Address,100,130,True,2024-02-14 16:40:57,R_5nS1l9MxGWm9WnL,anonymous,EN,I consent to this survey,Male,,2016 - 2020,"Yes, a class in grade school",,"Female,Male",,More interested,Yes,"I do not ",I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-15 12:16:53,2024-02-15 12:25:02,IP Address,100,489,True,2024-02-15 12:25:03,R_6jJTe5ieqi4KECh,anonymous,EN,I consent to this survey,Male,,UVM Class of 1996 (1992-1996),"Yes, a class in grade school",,Female,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,CompSci needs to be less theoretical and more practical in its approach to educating students
2024-02-15 17:51:50,2024-02-15 17:53:17,IP Address,100,87,True,2024-02-15 17:53:18,R_5F9TRDoc3icxXf6,anonymous,EN,I consent to this survey,Male,,4,"Yes, a class in grade school",,Male,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-15 18:06:27,2024-02-15 18:08:19,IP Address,100,112,True,2024-02-15 18:08:20,R_777LZXdAz6EY34M,anonymous,EN,I consent to this survey,Female,,2015-2019,"Yes, a class in college",,Female,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,Attending Grace Hopper Celebration of Women in Computing was empowering.
2024-02-16 15:50:27,2024-02-16 16:01:19,IP Address,100,651,True,2024-02-16 16:01:19,R_7OxDmXhmuonZO30,anonymous,EN,I consent to this survey,Male,,2017-2022,"Yes, a class in grade school",,Male,,More interested,Yes,Yes -- Because same gender makes it easier to imagine myself in a computer science role.,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-17 13:59:20,2024-02-17 14:01:18,IP Address,100,117,True,2024-02-17 14:01:18,R_6FUS5VQZKBIlewh,anonymous,EN,I consent to this survey,Male,,4,"Yes, a class in grade school",,Male,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-18 16:27:02,2024-02-18 16:29:57,IP Address,100,174,True,2024-02-18 16:29:58,R_516B1ZxXARkdfU6,anonymous,EN,I consent to this survey,Female,,2019-2023,"Yes, a class in college",,Male,,Less interested,Yes,"I don’t believe that it did ","I am currently working in a field related to computer science, but I didn’t major or minor in it",,,
2024-02-19 13:34:50,2024-02-19 13:36:25,IP Address,100,94,True,2024-02-19 13:36:26,R_6JWqkz289ggxcWd,anonymous,EN,I consent to this survey,Female,,6,"Yes, a class in grade school",,Female,,Same interest level,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-13 10:41:49,2024-02-13 10:43:14,IP Address,92,85,False,2024-02-20 10:43:18,R_5nAvtpnrM6e9btx,anonymous,EN,I consent to this survey,Male,,1975-1980,"Yes, a class in college",,Male,,More interested,Yes,no,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-13 11:03:25,2024-02-13 12:28:23,IP Address,92,5098,False,2024-02-20 12:28:51,R_3wSOc19N4SoolRq,anonymous,EN,I consent to this survey,Female,,2017 - 2021,"Yes, a class in grade school",,Male,,More interested,Yes,I don't know,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-13 09:33:54,2024-02-13 19:20:58,IP Address,8,35224,False,2024-02-20 19:21:05,R_6gzhNmvyT3VJsCZ,anonymous,EN,I consent to this survey,,,,,,,,,,,,,,
2024-02-14 09:06:27,2024-02-14 09:07:05,IP Address,8,37,False,2024-02-21 09:07:14,R_8LZqrF7Byhq5grl,anonymous,EN,I consent to this survey,,,,,,,,,,,,,,
2024-02-14 14:22:49,2024-02-14 14:23:56,IP Address,92,67,False,2024-02-21 14:23:58,R_1EtJGLkYA9jHrjL,anonymous,EN,I consent to this survey,Female,,4,"Yes, a class in grade school",,Female,,More interested,Yes,no,I am studying computer science as a major/ I graduated with a CS major,,,
2024-02-21 17:17:37,2024-02-21 17:28:21,IP Address,100,644,True,2024-02-21 17:28:21,R_6C2q9uhudV1TX8J,anonymous,EN,I consent to this survey,Male,,5,"No, my first experience was not a class (please describe)","First experience was hands on a Tandy 1000 HX, in the late 1980s.",Male,,Same interest level,Yes,No.,I am studying computer science as a major/ I graduated with a CS major,,,"I had precisely one female computer science instructor: Prof. Eppstein. She was the only person in the CS department to ever give me a grade lower than an A. My scores in her class were perfect, but she gave me an A- because, she said, of my attendance. But her scoring formula announced at the start of the semester said nothing about attendance. 23 years later I'm still upset about this, and since her class I've avoided not only female computer science instructors, but also female software developers. And I've also avoided anything having anything to do with anything Bayesian."
2024-02-17 14:31:13,2024-02-17 14:31:29,IP Address,8,15,False,2024-02-24 14:31:30,R_7UgBVoOMNR0f6kU,anonymous,EN,I consent to this survey,,,,,,,,,,,,,,
2024-02-17 12:52:16,2024-02-17 18:19:16,IP Address,92,19619,False,2024-02-24 18:19:18,R_51QOgke5n5M3mfF,anonymous,EN,I consent to this survey,Male,,7,"Yes, a class in grade school",,Male,,More interested,Yes,No,I am studying computer science as a major/ I graduated with a CS major,,,
